,author,home_url,helpful,funny,appraise,played_hour,post_month,post_day,games,reply,image,review
37,Elysian,https://steamcommunity.com/id/Elysian1_/,649,13,1,93.4,February,17,610,58,1,"While not as good as our dreams, Hogwarts Legacy is nevertheless a decent game that exudes the visual charm and beauty of J.K. Rowling’s fantasy world well. It is burdened by performance issues, a somewhat hollow world, and some small, though cumulatively bothersome design oversights, but with a passable story and mostly enjoyable gameplay it lands itself a generally positive recommendation.•	GeForce GTX 1660Ti•	8GB DDR4@1330MHz•	i5 9300H @2.4GHz•	HDD 7200RPM*Game requires min. 16GB RAM.Initially unplayable on low, changing system and game settings resulted in a fairly playable game at medium - low settings. A recent patch improved it a bit, and while there are FPS drops, there’s less freezing. Hogwarts’ architecture is breath-taking, and outdoor environments are varied and beautiful – some dark and creepy, others warm and vibrant. It’s a visual masterpiece, and the atmosphere of the Wizarding world is brilliantly captured. It’s absurd there’s no photo mode.Some house and dungeon interiors are repeated, which feels lazy, but you're only there briefly to loot chests. Important places you visit often are unique.Spells are colourful and vibrant, and particle effects are pretty, with light wisps, auras and ‘sparks’ lending a magical quality to the game. Performance aside, these are smooth and satisfying to watch, too.While not photorealistic, the artistic style is pleasant, and characters do have well-detailed faces and mostly good expressions.The cast doesn’t feel from 1800, but I’m not so bothered by this. It wasn’t sold as a historical game, and I didn’t expect realism. I didn’t buy this game , but .Our characters are disappointing, with creation based around presets with very limited customisation – worse than Cyberpunk. Female characters in particular look pretty bad. In the world, lighting affects your face sometimes horribly, though cutscenes show how it in better detail. Hogwarts interiors sometimes capture the grandeur of the place in their soundscape in those big open stairways with high ceilings, but I don’t remember losing myself in outdoors nature sounds. Environmental sounds were more remarkable indoors than out, I think.Characters are generally well-spoken which I like, and some personality does come through. Emotion is conveyed fairly well, but rarely to the point it moved me in any way. Our character (female for me) does a good enough job, but I wouldn’t say it was outstanding.Music is pleasant, although sometimes perhaps a little energetic. When exploring, it never made you feel like you were floating on a breeze in this beautiful world, like Skyrim did. It was often quite intense in a way that’s a bit much, though in intense moments it served well. Regardless, it did have a fantasy feel about it, and in that way it fit the game well.The stage is beautiful, but the play is empty. There isn’t much sense of being a Hogwarts student. Classes teach you spells, but feel like tutorials. Once done, you aren’t really a student anymore, and this becomes a typical RPG, lacking RPG features. Extra-curricular assignments don’t change this feeling, and come over more as challenges than student roleplay.You can’t interact with NPCs outside of missions. There’s no companions. Common rooms are lifeless. Mounts don’t stay, despawning when dismounting. At night, the atmosphere is lovely, yet there’s not much to do. We also can’t play Quidditch! They only strength with immersion is the graphics. Beyond that, the game doesn’t capitalise on its unique setting, and feels like any other below average open world RPG as a result.As an RPG it lacks a sense of choice or consequence. While there are different endings, most of the game is linear, and so the room for roleplaying is limited, as is replay value.Combat is challenging without being too hard. Because you have to match spells with defences, you can’t just spam your way through fights, and that makes them feel quite rewarding. So far, I like this, though the abundance of fighting in tougher missions can also be very tiring.I hate the spell toolbar system though. It takes 4 spells, and you can unlock 3 more toolbars, scrolling between them in combat. There are more spells than this though, and I kept needing to change, requiring a visit to the menus. Even with spells I have in my toolbars, scrolling through  is annoying.While overdone and abundant in the world to the point they can feel like mindless busywork, I do actually enjoy ticking these off to 100% the game. There is some variety across different types, so there’s  complexity, without being frustratingly difficult.Crafting isn’t instant, and without minigames, you simply have to wait for a timer up to ~10 mins. This is such an awful, boring design. Once the timer is up, the game won’t produce more either, so you can’t explore and come back to 50 potions, for example.One thing I love about the apparel system is the ability to change the appearance of anything you’re wearing to something you like more while keeping the stats.However, nearly every chest has a clothing item, yet you can carry so few. Upgrades don’t mitigate the problem. Yet I can keep several Hippogriffs in a bag, and brooms in my pocket. This is irritating. Returning to vendors so often is tedious, and destroying the clothes wastes money they could be sold for. It also requires going into the menus and then to return to the world, you have to escape through about three layers of menu. This is like a Ubisoft game - grindy. There’s many repetitive tasks, all of which you have to do to 100%. I expect 100+ hours.The narrative hasn’t moved me as much as I would have liked, but it would be unfair to say it’s bad. It is yet another ‘you are the unique hero who can save the world’ story, which is fine – it’s nice to feel important. But then you are sent on a plentiful amount of fetch and carry missions, and given you’re a young student, adults are quite willing to send you into danger, too.By almost 50 hours in-game at 57% total completion, the story introduces some unlikable enemies and some mildly likeable friends, but none are very memorable. The overarching story is compelling enough to drive the gameplay – there is a  to play on, but rarely do you  the stakes or care about the consequences, as it’s hard to care about most characters. The thing that’s moved me most so far is a mission where you rescue animals. Take that as you will.While I recommend this game, it is also symptomatic of the downward spiral in quality we see these days. It’s quite repetitive and shallow, but some of the sting is taken away by a beautiful world and the Harry Potter setting. Many criticisms I have are small, but together sap the game of charm. When the child-like excitement fades and the product is viewed neutrally, it’s not a masterpiece.The environments are lovely, the audio and puzzles are good, and combat is the right balance of simplicity and challenge for me. Roleplay and immersion are lacking, and the story is mediocre. For these reasons, while I recommend the game, it’s not an overwhelming recommendation. Ultimately, though, do I regret pre-ordering? No, I don’t. I like Hogwarts Legacy. I just don’t love it."
38,DragonPixels,https://steamcommunity.com/id/dragonpixels/,142,4,1,165.2,February,11,"1,906",6,1,"Hogwarts Legacy is a great game, very polished by today's standards in my opinion. But it is lacking in some small areas. Below I have listed the pros and cons of the game. I also listed what I want to see in the future, as well as what I don't want to see in the future! Keep in mind I am not a massive Harry Potter fan and only have seen the movies a long time ago. This list was made over the course of my playthrough during the 72 hour early access for Deluxe Editon owners, hopefully there is a day 1 patch out by now! Enjoy!• Good Performance (Could be better, but it is very good at least for me)• Great Immersion• Graphics and Art Style• Changing Seasons• Fancy Animation (With spells, puzzles, doors, and all that)• Great Music & Sound Design (Broom class kinda popped off with that music)• Engaging Story/Narrative• Fun Late Game Combat (Ancient magic is sick! Just use your spells and mix it up! It's pretty fun)• Exploration (Rewards you heavily for it)• Detailed & Big World (You can go into any building, find many secrets, solve fun puzzles, pet cats, and much more)• Interesting Characters (There are lots! The voice acting is sometimes bad)• Great Transmog (Once you get the item you keep its appearance for use whenever you want)• Great Quests (There are a ton)• Fun Skins/Outfits (Great outfit pieces, mount skins, wand skins, and all that)• Almost No Bugs (Visual bugs only, most are funny)• No Crashes• Accessibility & UI Options (There are LOTS!)• Graphic Options (Also LOTS!) • NPC Quest Speed (WOW, NPCs that actually move your speed on quests?! More games should do this!)• Room of Requirement (Fun to customize, can be daunting at times)• No Quidditch• Cramped Camera (Sometimes it can be at weird angles, maybe add customizable positions)• Character Customization (I'm referring to the customization at the start of the game, it's a bit iffy)• Voice Pitch (In the character customization menu at the start, every voice pitch besides the default one sounds robotic)• Voice Acting (Sometimes)• Repetitive Early Game Combat (Not a lot of spells to use but it's understandable)• Limited Gear Slots (Can be increased by doing )• Confusing Menu (At first, it was hard for me to get used to it all at once, I couldn't find transmog or my Twitch drops)• Useless Houses (From what I have played your house doesn't mean much)• Useless Wands (When choosing your wand, the attributes don't do anything from what I have seen, from a game standpoint it makes sense)• Small Enemy/Boss Variety ()• Graphical Stuttering (In cutscenes mostly, sometimes happens when entering newly rendered areas)• Lighting Transitions & Flickering (Sometimes the lighting can be blinding, or just straight up weird looking)• Door Loading (When traversing the castle, sometimes the game will show a loading icon on doors)• Robot Background NPCs (They pretty much don't do anything but walk and talk, with no reactions to spells or anything)• NPC AI & Animations (Sometimes it's a bit janky)• Multiplayer (At least Quidditch multiplayer)• Mod Support (Would be awesome, especially Steam Workshop)• Quidditch (They have the Golden Snitch and the arena in-game already)• Camera Control (Positioning, maybe increased FOV slider?)• Photo Mode (Please!)• Better Character Customization (More skin colors, hair, face shapes, and more)• Improved Voice Pitch (Better pitch shifter)• Improved Voice Acting (Most likely will not happen)• Bug Fixes (Lighting transition fixes)• Better Performance (Door loading improvements)• More Accessibility Options (Arachnophobia switch?)• Community Engagement (Free in-game events to win cosmetics, community updates and more! Ex. Dying Light 2 is a game that does this VERY well!)• Micro-transactions • Overpriced DLC• Radio Silence (No more updates, no communication, and all that. Would be a bummer)To conclude, most of the cons can be fixed easily, don't let the cons bring you down. I believe most of the cons will be fixed/addressed. Anyways, here are my PC specs and I ran the game at 1440p with consistent 120 FPS at almost all times! No RTX on!CPU: Intel Core i9-12900K CPU @ 5.20GHzGPU: Nvidia GeForce RTX 3090RAM: 32 GB DDR4 RAMStorage: Installed on my 250 GB SSDMonitor: Samsung Odyssey G7 1440p 240hz 27 Inch"
39,Kar0n,https://steamcommunity.com/id/Kar0n/,"1,422",28,1,33.8,February,11,"2,505",87,1,"The story is presented in a very nice way, like in Harry Potter movies. In most of the dialogue, you can choose what to say. We have many ways to complete the mission. Each mission is interesting and different from the last. We also have riddle games and good sidequests.Beautiful open world, giving many opportunities for the player. We can explore Hogwarts, caves, forests, mountains, and do much more. The map is very large. Herbalism and alchemy are important and help a lot; we can also upgrade equipment. We can have a real Wizard of Oz adventure. The fight feeling is pleasant. Sometimes we are blocked by a small obstacle, but in comparison to other games, it is not very annoying.Each character has its own charm. The characters are well matched to the storyline and to the environment. We can also choose the main character's path, whether he is a good wizard or a bad one (using unforgivable spells), but the game will not punish us for it.The graphics in this game are amazing. Even the smallest details are well refined; for example, when we move the grass, it moves with us. Graphics capabilities are used at 100%. The movement of water and clouds is very well refined. We can see falling leaves and changing weather. It makes a huge impression.The music and ambient sounds in this game fit great. We can listen to climatic music that is selected for each moment of the game. Character voices are not my favorites, but they fit the characters. There is a lot of music from movies.If you are thinking about purchasing this game because you like open world and action RPG games, I would recommend it for you, and I guarantee a lot of fun will come from it. This is a well-made game not only for Harry Potter fans but for everyone."
40,X2Eliah,https://steamcommunity.com/id/X2Eliah/,933,17,1,71.1,February,11,153,24,1,"For people who grew up with the books, or even the movies, this game is a must-play. For people who don't care about the harry potter world, but just like playing videogames, this is a solid, well-executed game on par with any good AAA game, and a pretty solid 7 or 8 out of 10 - better than anything Ubisoft makes, better than the LoTR Shadow/War of Mordor; but of course it's no Elden Ring. And that's fine, it doesn't have to be. Finally, for people who only care about what J.K.Rowling says on twitter... this game is not for you. Not due to anything in the game itself - it is actually very kind and inclusive and you *would enjoy it* - but because J.K.Rowling created the harry potter world ~30 years ago, you won't enjoy playing any game set in that world. That's fine. Please don't bully people online for enjoying things, and don't spread hate."
41,XxBadDragonxX,https://steamcommunity.com/profiles/76561198845301344/,"1,215",104,1,8.4,February,11,278,0,1,You can pet the cat
42,SilverBallerina,https://steamcommunity.com/id/silverballerina/,308,3,1,60.8,February,13,44,0,1,A love letter to all those who love this universe and grew up with Harry Potter.
43,ms keesha,https://steamcommunity.com/profiles/76561199088039222/,638,167,1,95.2,February,13,38,0,1,i very like this game. It makes me very happy because i have severe depresion.
44,TristianX,https://steamcommunity.com/id/TristianX/,206,4,1,136.2,February,14,"7,294",10,1,"This is easily one of the best games I've played in years.The attention to detail is immaculate, and the sense of fun and progression is well-tuned.The other thing is that not one of the many quests glitched, which is something familiar with this kind of game.Forget any controversy about the game; if you enjoy gaming you want fantasy, and a good story-line, then do yourself a favour and play the game."
45,Procrod,https://steamcommunity.com/id/Procrod/,584,343,1,486.2,February,11,395,0,1,Poaching wild beasts for potion materials is bad but capturing them for the sole purpose of forcefully breeding them long-term in the name of scientific research is good.This Public Service Announcement is brought to you by the Magical Society for the Prevention of Cruelty to Animals.
46,The Papa,https://steamcommunity.com/profiles/76561198094038924/,691,359,1,130.4,February,22,345,0,1,⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠿⠿⠿⠿⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠟⣩⣶⣾⣿⣿⣿⣷⣶⣍⡛⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠿⠿⢋⣞⣛⣛⠢⢭⣭⠥⢚⣛⣛⣿⣆⣛⣛⣛⡛⠿⢿⣿⣿⣿⣿⣿⢟⡥⠖⣛⢻⣿⠟⡅⠬⡙⣷⣶⣿⢋⠅⢭⠻⣿⣿⢫⣴⣮⣍⡒⢍⠻⣿⣿⢃⡎⣴⣿⣿⣎⣽⡜⢄⣃⢇⣿⣿⣿⡸⣘⡢⢃⣿⡟⣼⣿⣿⡿⢛⣚⡓⠜⢿⣶⣦⣭⣍⡛⢿⣿⣿⡶⠲⢛⣻⣿⡿⠳⠶⣶⣿⣿⣡⣿⣿⠟⣱⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣮⣛⢻⣤⣷⡌⢿⣿⢋⣥⣷⣦⢹⡟⣛⣋⣵⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⠻⡿⣿⣘⣣⣿⣿⣿⣷⠞⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⡙⢮⣙⣛⣛⣭⡾⣣⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣶⣭⣭⣭⣥⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
47,_            _,https://steamcommunity.com/profiles/76561198078954077/,131,2,1,47.6,February,15,24,0,1,Not a harry potter fan... but this game is pretty dope. It feels similar to The Witcher but in a different universe. The mini games are always a bit different. Puzzles are not too hard but not too easy. Apart from a few crashes the game runs quite well.All in all a solid 4 / 5.
48,ExuberantFool,https://steamcommunity.com/profiles/76561198039483816/,454,13,0,31.8,March,14,51,25,1,"Hogwarts Legacy has a lot going for it. It is clear that a lot of love and labor went into the creation of the world. Considering previous titles Avalanche has developed, it is probably fair to say they punched above their weight class with this game.So why a negative review?Because the game is a very large, very shallow puddle. Hogwarts Legacy's world may be very pretty, but it's also a world that solely exists for you. Once the initial bedazzlement wears off, it becomes impossible not to notice how deeply infected this game is with the Ubisoft model of open-world design. Perhaps such a design would be tolerable if your choices actually mattered, but they don't. There are no consequences for your actions and it gets worse: your character is incredibly heavily scripted by Avalanche, occasionally blurting out things you were trying to keep secret in every ""choice"" you were given before. Aside from making one or two snide comments, you cannot make your character act like a jerk. Your character is going to be a pet-loving, tree-hugging, empathic goody-two-shoes no matter what you do.- Choices don't matter- There are no consequences to your actions.- There are no stakes! There is a supposed ""big bad"" who is interested in you and wants to capture you, yet you can roam the world however and whenever you like without any risk of getting caught. The story only happens when you trigger it.- At some point in the story, the interests of MC and a side-show villain become aligned. The side-show villain even says so and offers a chance to work together. I wanted to accept, but noooooo, Avalanche made my character decline and spew some moralistic BS at the villain, I was not even given a choice. UGH.- Totally missed opportunity on using the four houses as competition factions. There is no competition between houses in this game, there are no factions, there are no house points.- When it becomes night, everybody just outright vanishes. When it first happens it gives a kind of creepy vibe that seems almost suitable. But once you notice that this happens every night, and no NPC goes to bed, no prefect patrols the halls, and you become aware that you are essentially running around an empty level... well, it just takes your right out of the experience.- No social gameplay at all. No building of relationships between other characters. You're just going to be friends with everyone, no matter how you play, because Avalance says so.- Starting as a fifth-year IMO was a cop-out. A cheap narrative reason to be able to give the player some of the more mature spells. The problem with this choice is that it eliminates the potential to build a bond with any of the side-characters. Seriously, even just spending a couple of hours as a first year could have done so much to help set up meaningful relationships. Huge missed opportunity.- No classes or curfew systems. Some people think that having these would be boring. By themselves they could become boring or annoying, sure, but when there is a social cost associated with them, I think they could be excellent gameplay loops. Missed a class? Lose house points. Lose house points? Social relation with side-character X is affected, which in turn affects your story and the choices you are able to make. Or how about having to feed your secret Hippogriff pet, which you can only do at night, so you have a reason to break curfew. And if you fail and get caught? Who knows, maybe the Hippogriff abandons you. Risk and reward people, it's not that hard!I hope Avalanche will do better in the future. There is some reason to think that they will as modders have uncovered things like an unused morality system (which this game desperately needs), thieving system, and even things like GoToBed(). So Avalanche *did* think about some of these things, but for whatever reason they never ended up in the game.I respect the developers for what they've done. A game of this scale for one of the largest fandoms in the world is no easy task. It was always going to be hard for them to meet expectations. I can only hope they will learn from this game and will take the needed steps to improve upon it in some future iteration."
49,Shera,https://steamcommunity.com/id/loveless66/,125,14,1,160.5,February,11,431,0,1,
50,phoenixg00se,https://steamcommunity.com/profiles/76561199118109351/,229,59,1,20.5,March,6,83,8,1,"Recommended for Garlik. If you know, you know..."
51,KBz | pryvisee,https://steamcommunity.com/id/pryvisee/,781,345,1,19.4,February,11,321,14,1,Girlfriend probably not happy.10/10.
52,Striker1423,https://steamcommunity.com/profiles/76561197976188461/,68,20,1,68.1,February,11,435,0,1,You can pet all the cats. 10/10
53,d1ko_BraZ,https://steamcommunity.com/id/d1ko_BraZ/,228,9,1,56.9,March,2,76,72,1,"The game is good for lovers and fans of the Harry Potter movies! Before starting the game, I advise you to watch films about Harry Potter. Visually and musically, the game looks great. It is interesting and fun to ride a broom while exploring the surroundings. Hogwarts causes real nostalgia, because it is exactly like the movie!!! While playing Hogesrts Legacy, you begin to feel all the magic happening around you! You seem to have entered the world of magic! There is also a huge amount of detail that you will find while traveling around Hogwarts.Гра підійде любителям і фанатам фільмів про Гаррі Поттера! Перед початком гри раджу подивитися фільми про Гаррі Поттера. Візуально та музично гра виглядає чудово. Цікаво і весело літати на мітлі, оглядаючи околиці. Хогвартс викликає справжню ностальгію, адже він точно як у фільмі!!! Граючи в Hogesrts Legacy, ви починаєте відчувати всю магію, що відбувається навколо вас! Ти ніби потрапив у світ магії! Є також величезна кількість деталей, які ви знайдете, подорожуючи Хогвартсом."
54,Josh,https://steamcommunity.com/id/JustSomeFuckingGuy/,37,2,1,26.2,February,11,284,0,1,"If you like the idea of an open world Harry Potter game even a little bit, you will probably love this game."
55,Starrynightblis,https://steamcommunity.com/profiles/76561198018590724/,115,1,1,65.4,February,15,284,0,1,"I absolutely love how huge this game is, and the attention to detail that they put into the design of it!"
56,Saikyo,https://steamcommunity.com/profiles/76561197981471294/,319,175,1,72.2,February,17,216,4,1,Revelio Simulator⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠿⠿⠿⠿⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠟⣩⣶⣾⣿⣿⣿⣷⣶⣍⡛⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠿⠿⢋⣞⣛⣛⠢⢭⣭⠥⢚⣛⣛⣿⣆⣛⣛⣛⡛⠿⢿⣿⣿⣿⣿⣿⢟⡥⠖⣛⢻⣿⠟⡅⠬⡙⣷⣶⣿⢋⠅⢭⠻⣿⣿⢫⣴⣮⣍⡒⢍⠻⣿⣿⢃⡎⣴⣿⣿⣎⣽⡜⢄⣃⢇⣿⣿⣿⡸⣘⡢⢃⣿⡟⣼⣿⣿⡿⢛⣚⡓⠜⢿⣶⣦⣭⣍⡛⢿⣿⣿⡶⠲⢛⣻⣿⡿⠳⠶⣶⣿⣿⣡⣿⣿⠟⣱⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣮⣛⢻⣤⣷⡌⢿⣿⢋⣥⣷⣦⢹⡟⣛⣋⣵⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⠻⡿⣿⣘⣣⣿⣿⣿⣷⠞⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⡙⢮⣙⣛⣛⣭⡾⣣⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣶⣭⣭⣭⣥⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
57,pk_redfox,https://steamcommunity.com/profiles/76561199169983984/,197,2,1,37.9,February,13,6,8,1,"*spoiler free review*I wouldn't consider myself a huge Harry Potter fan, but I've watched all the movies and read the books too and I love the wizarding world and all the amazing things about it. I love this game. It's very clear that the developers have paid attention to details and have really put in love and effort to make this game. I should say though, after an explosive starting scene, it's a bit of a slow progression in the  beginning. You'll need to master some spells, meet around people, etc to really be prepared to start the actual journey. Even your brooms comes in at around 10 hours into the game. But it's definitely worth the wait. The gameplay itself is pretty good. Using different spells for different enemies. They have a pretty good variety and I'm not disappointed. The map is good, there's fast travel options, talent points to unlock new abilities, etc. The best thing about the game is the world itself and they've executed it perfectly. Even if I'm just walking around the castle, I find things which make me smile. Honestly, I feel like I'm s student of Hogwarts and I'm exploring this amazing place. The castle is the best place, but there are outside places too. Lots of sidequests, puzzles, dungeons, etc. Basically, it's everything you'd expect from the world of magic. But ofcourse, it's not perfect. There are certainly some flaws. There are a few glitches which affected the gameplay. And one was so huge and I can't progress a quest at all (Edit: its fixed now and I've completed the quest). The number of gear slots are way too less and I'm forced to sell most of my unused gears to make space for new ones. Some of the puzzles are just repetitive that I gave up on them being bored of it. But those are just minor things. I'm sure they'll fix the glitches too. But seriously, I love this game and I definitely have my money's worth. I'm around 23 hours in and I know that there's lots more waiting for me in terms of story and I'm going to have a blast. So final verdict, just get it. You won't regret it. PS: Just ignore all the hate for this game regarding the JK stuff. Just because one old woman is perceived as being inhuman, you're going to ignore the love and effort of hundreds of game creators? I mean, there are even lesbian couples and trans characters in the game (sure, it must be the marketing strategy, but it's still representation nonetheless). This game is not about the one person, it's about a group of developers who love this project. Just think about that too before you make a decision."
58,Old Man Gamer (OMG),https://steamcommunity.com/id/OldManGamerOMG/,242,2,1,193.4,February,21,277,18,1,"Hogwarts Legacy is a must play experience. The world design, music, story and characters are an overall fantastic experience. You do not have to be a Harry Potter fan to be able to enjoy the game, but it does add much to the game if you are. The graphics are fantastic. The user interface is informative while remaining simple and user friendly. The menus are fun to navigate and check the map, collections and progress. For the most part, Game play is mostly perfect. I am not a fan of the broom stick flight. The controls on the broom feel clunky and not user friendly on controller nor on keyboard/mouse. However, the combat is highly enjoyable. Spell casting, item utilization and potions are well balanced in player use. Difficulty on hard was not difficult in the slightest, but there has been an update and I am finding the challenge has been upped quite a bit. Fast reflexes and smart choices definitely are needed for a favorable outcome. I would not consider the game remotely as difficult as a ""souls-like"" experience. While the story is fantastic, it is the world immersion that makes Hogwarts Legacy shine brightest. The side quests, choices, progress in the main story and discoveries all add and change the conversations and interactions that the protagonist has with the other classmates, professors and even enemies. If you use certain methods in combat more heavily, your enemies will make comments on that, for instance. We are still not at a truly dynamic open world, but this is one of the best open world builds I have enjoyed in gaming.My biggest complaint is that the puzzles are all rudimentary. There is nothing mentally taxing in the entire game. With so many puzzles, the most difficult is solvable without any pause for thought. I could expound on all of this and more, but it is easier said that Hogwarts Legacy is a great foundation for a new gaming franchise. While I could nitpick Hogwarts Legacy in how the game can be better in many ways, it achieves what many games fail to even deliver. And that is an immersive and enjoyable gaming experience from start to finish."
59,Majordomo,https://steamcommunity.com/id/You_Found_The_Easter_Egg/,47,1,1,68.1,March,19,171,11,1,"""Magic is no different from any other power. What really matters is the one who wields it.""- Eleazar Fig Hogwarts Legacy is the first instalment of the beloved Wizarding Universe since 2013, so it's no surprise that the open-world RPG blew up the market, with many series fans eager to embark on this new magical adventure. However, despite the stunning visual designs and a diverse range of creatures, plants, and potion recipes, the rich package quickly becomes stale, with some shallow formats employing the Disillusionment Spell to hide flaws.  The journey begins a century before the events depicted in J. K. Rowling's novels, with a custom-rendered protagonist who has just begun their fifth year at Hogwarts School of Witchcraft and Wizardry. The talented wizard has shown a strong affinity for magic over the past few months, and with the aid of friends and strange acquaintances, they will set out on an epic journey that could help them reach their full potential. Who knows what secrets they may uncover? Hop on the Jacobite steam train and find out for yourself… The main plot follows the traditional Harry Potter formula, with the protagonist discovering their calling that connects them to a greater purpose. The colourful cast that takes up the mantle of supporting characters further reinforces this factor as they are intertwined with your wizard’s personal growth and progress. But yet, with such diverse personalities and some solid chain quest activities, the overall narrative keeps falling flat the more you play the game, and the main reason behind this can be found in the dialogues. Since the Harry Potter universe has attracted players of all ages, Avalanche Software took the safest approach by offering a child-friendly experience. As a result, many times you either encounter NPCs that talk like children or, even worse, they are treating you like a child despite the fact that you murdered three wizards prior to the interaction.In contrast to its weak narrative elements, Hogwarts Legacy provides solid gameplay in both combat and exploration. The plethora of customization options and unexpected interactions between spells and consumables provide all of the tools needed for unique role-playing sessions, but this does not imply that they check every single box with equal efficiency. Avalanche Software faithfully depicts Hogwarts and the many regions that surround it, capturing both the beauty and the mystery that the Wizarding World is known for. The Hogwarts castle is the game's pinnacle, with many hidden rooms and interactable objects cleverly placed in crowded corridors or isolated locations, while the surrounding fields add an extra layer of diversity with various underground caverns, cosy villages, and mysterious forests. Although an overwhelming amount of beauty is bursting at your screen, the developers made sure to take things slowly by opening up to the numerous mechanics without imposing limitations. Consequently, you can adjust the pace of the progression according to your needs. The only deterrent to the aforementioned formula is the map. By having such a diverse world, I was expecting a much better navigation system similar to other big titles of the same genre. The 3D interface, for instance, offers zero functionality aside from being visually stunning because it cannot be customised to highlight particular points of interest, and the distances are frequently inaccurate, showing long path roots that could be avoided.While fairly simple in nature, combat is very engaging, as it opens the door to many combos and unexpected interactions. The six elements of magic used in spell casting, the most potent of which are the forbidden spells, are stationary. Your toolkit holds a total of sixteen charms that you can equip, but you can always quickly combine different abilities depending on the circumstance. The beauty behind spell casting can be found in two main parameters: the rotations and the cooldowns. In order to prevent players from constantly using Avada Kedavra, each spell has a time limit before it can be used again. As a result, your heavy damage dealers become somewhat limited, forcing you to plan ahead of time before engaging in combat. Furthermore, in order to maximise their potential, Hogwarts Legacy introduces weaknesses to your adversaries that encourage experimentation and quick thinking. Spiders, for example, are weak to fire damage, while Dugbogs become vulnerable when you expose their bellies. Finally, the clearly overpowered potions and plants you'll brew or grow in your workshop will broaden your lethal abilities, adding another layer of complexity. Besides the main story, Hogwarts Legacy is rich with puzzles, collectibles, and minigames that are slowly unravelled as you learn new abilities. The Merlin trials, for instance, were the most memorable of the bunch because you got to use the knowledge you have been honing so far in order to move objects or simply destroy orbs and pillars in a timed manner. Such activities were a welcome diversion from the main pump-action story sequences, but despite their novelty, they were clearly outmatched by the game's most prominent feature: transportation. Flying on a broom proved to be exceptional, mesmerising, and, most importantly, fun to such an extent that it could be transformed into a game itself with the necessary adjustments. Last but not least, I would like to touch upon the lack of sandbox elements that the overall experience could clearly benefit from. Regardless of how charming the world is, it unquestionably requires a moral compass to keep our protagonist from overrelying on forbidden spells. The absence of such an addition is a missed opportunity, especially given that both students and professors comment on your previous actions.Staggering visuals, neat animations, and colourful spells combine into a canvas full of passion and grandeur. The world is a love letter to the Harry Potter fanbase, creating a very faithful template to the original series. Even the smallest details have been meticulously crafted, with the falling leaves during autumn being one of the most impressive and breathtaking effects that left me speechless. Everything is tinged with mystery and magic, almost begging you to abandon fast travel to fully appreciate the beauty, which is why I consider the lack of a photo mode feature to be a crime. Even though I appreciate the fact that music and spell effects are reused from the original Harry Potter movies, there is nothing new in the overall mix. Sure, the environmental sounds are remarkable, adding lots of personality during conversations and cutscenes, but I still find them very lacking in comparison to the visual approach. The voice acting is superb, with new voice actors getting a chance to shine, but as previously stated, the dialogues can become quite irritating. After nearly 70 hours of gameplay, I can confidently say that Hogwarts Legacy is by far the most promising fantasy world adaptation I've ever seen in a video game, paving the way for a new era of Harry Potter titles. The game is excellent yet not perfect, with both unexpected and twisted turns that, in spite of their shortcomings, prove to be mostly masked by the shroud of nostalgia."
60,Hyperr,https://steamcommunity.com/id/HyperrLive/,115,7,1,77.4,March,15,114,0,1,"One of the greatest games with a huge open world with a ton to do! The only issue is the optimization, its terrible!"
61, Momoe ,https://steamcommunity.com/id/KomaKei/,243,254,1,4.8,February,22,296,0,1,This game make me confusedWhich one is bug or magic
62,Digital_Snowball,https://steamcommunity.com/id/loxusishere/,190,92,1,91.0,February,14,426,0,1,REVELIO!
