,author,home_url,helpful,funny,appraise,played_hour,post_month,post_day,games,reply,image,review
2428,Fisho,https://steamcommunity.com/id/kzdfisho/,2,,1,39.9,May,"29,",500,0,1,"Short review? Absolutely worth every hour I spent. One of the best games I have played recent months. Not really innovative, but put together in such a spectacular way. Definitely worth my time and money.Long review?No need! Oh the journey is amazing. Character development based on things Lara does and her skills and gear. Story is not really original, but what is nowadays. Very Uncharted-like, but better, I didn't find myself frustrated as much as I was there. Here it was an amazing experience. Very enjoyable."
2429,Bolby,https://steamcommunity.com/profiles/76561198121344408/,2,,1,5.9,April,"13,",20,2,1,"This game is one of my all time favorites. I've never played any of the other Tomb Raiders. But once I started playing this I went crazy! I love the adventure, upgrading weapons, shooting people in there fricking faces with an arrow! ITS AMAZING."
2430,Citrus Mistress,https://steamcommunity.com/id/exocry/,2,,1,15.0,March,"15,",248,0,1,more like just got back from ur moms house
2431,Valkyrie,https://steamcommunity.com/profiles/76561198067267946/,2,,1,35.4,January,"3,",95,0,1,"this is in increadible game. though it plays with abit of lag on my computer, it still has a great story line and killer action (pun intended)"
2432,fundamelon,https://steamcommunity.com/id/fundamelon/,2,,1,14.4,December,"25,",293,0,1,This game felt like a movie.  A really really good action movie.  The kind that becomes an instant classic.
2433,VeloZZZ,https://steamcommunity.com/profiles/76561198055214284/,2,,1,10.1,October,"11,",408,0,1,"Excelente reboot , todos aspectos do jogo foram muito bem trabalhados e segue uma linha bem cinematográfica. é linear mas realmente impressiona pela qualidade!"
2434,NoCode,https://steamcommunity.com/id/unkowncode94/,2,,1,21.9,March,"1,",351,0,1,This is one of the best games i've played in a long time. Lara Croft has been portrayed differently than previous TR games and it shows throughout the entire 13 hour campaign. The multiplayer kind of ruins the experience so i wouldn't recommend touching that but other than that i highly recommend it.
2435,Shawn,https://steamcommunity.com/id/persianshawn/,2,,1,13.0,January,"12,",336,0,1,"Tomb Raider is one of those games that put the cinematic experience and game playing into one, sweet package (much like the highly praised Uncharted series and The Last of Us. It's characterized by several awe-inspiring moments, solid controls and an equally innovative story. Furthermore, Tomb Raider put's the whole ""female-player"" role into a good perspective, focusing on charachter development and new ways for fans to relate to her: she undergoes a ""human transformation"", to say the least. This is something not seen in previous installments of Tomb Raider, where we, the players, are thrown right off the bat into the role of Lara that is more resembling of a female version of Rambo, rather than a ""actual human being"" with feeling, which the player can somewhat relate to. In this sense, the new Tomb Raider game has succeded in numerous ways. But the game has its own shortcomings, preventing it from reaching the top, albeit it's pretty close. Given an enough high-end PC, this game is georgeous to look at. Everything from the amazing tropical setting, to the never-ending changes of the game environment, making every part of the game feel fresh from the get go. Although there are several things that Tomb Raider excels at, there are drawbacks to the game that stops it from reaching perfection. One is the lack of side-charachter development, solely focusing on Lara Croft might come with good intention, though it becomes boring in the long run. Another ""dissapointment"" is ironically the lack of actual, FUN, tombs to raid. While there are several ""hidden"" ones, they more or less consist of 1 (or 2 at most!) riddles to solve before reaching the actual end of the tomb. While the game is undoubtedly the best in the Tomb Raider series, it has its own share of drawbacks, stopping it from reaching full potential. I'll give this game 4 solid islands out of 5!"
2436,Rhamsa,https://steamcommunity.com/profiles/76561197980576540/,2,,1,56.3,December,"20,",153,0,1,"This isn't just a remake of the original Tomb Raider, it is a complete reimagining of the entire series. Fans of the original games may end up disappointed with the new direction. There is definitely more action and quick time events than a traditional platformer. With that being said, the story focuses on the gritty origin story of Lara. You start off as a young and inexperienced Lara heading out for the first time on a grand adventure. You are quickly shipwrecked, beaten, bruised, stranded alone and traumatized within the first hour of the game. Equipped with a bow and a climbing pick, your goal is to recover the rest of the crew that you arrived with and to escape the island in one piece.Basic gameplay is that of a traditional third-person shooter. You run around using cover and shooting around edges and corners to progress through fights. There is also the element of stealth that can be employed. If you are good with the bow and sneaking up behind people, you can stealth-kill your way through a vast majority of the game.Some quick time events are fairly bland. The most common one is to press a single button repeatedly to open certain doors. Others are the typical ""press E at the right time or die"" situations. They don't add much or detract too much from the overall experience. If you fail at one of the events, it'll put you right back into the action and give you another chance.The greatest disappointment with the game is the multiplayer. It is a veritable ghost town and next to impossible to find a game except during peak hours. It is plagued with one-hit-kill mechanics that discourage newer people from giving it a second try after playing with more experienced people. It feels like it was tacked on at the last minute in spite of all the downloadable content and emphasis placed on it by the developers.  The visuals and graphics are absolutely breath-taking at times. So much so that it enhances the journey on the island to feel much more epic that it would have otherwise. This is an amazing game and well worth the price if you are willing to accept the new direction of the series."
2437,Carl Johnson,https://steamcommunity.com/id/swiftAUS/,2,,1,49.7,January,"9,",359,0,1,"What to say about Tomb Raider?Well, I must say it's definitely the BEST Tomb Raider game yet, I have always been a fan of the series, but then this game blew my mind! Incredible graphics, no matter what system. Storyline is something very different to the other TR games, but it's got some mind-blowing action features, the crossbow for me is a huge hit, the new Lara is a win/loss, multiplayer I haven't yet experienced, but from other reviews sounds like it is a huge +1 to the game.Overall, you always want to get your money's worth, and Tomb Raider will not let you down!10/10."
2438,Shambler,https://steamcommunity.com/profiles/76561197970561135/,2,,1,23.9,January,"2,","1,663",0,1,"Tomb Raider is great, alot darker a story than I was expecting, she's a real assassin in this game, no choice but to kill the bad guys to survive. The press the right buttons at the right time events can be tedious, but its worth pushiing past them.The cult or whoever they are a butchers, bodies and skeletons everywhere...it really has a horror aspect to it."
2439,Wingest,https://steamcommunity.com/id/Wingest/,2,,1,26.1,December,"23,",210,1,1,"A very cinematic game, a frighten young adventurer to the well know skilled adventurer we recognized. Although it lack of puzzle element from previous games, the sense of exploration is still strongly present in the game, the puzzle are very memorable and easier to solve."
2440,IAMIIHITMAN,https://steamcommunity.com/profiles/76561198098120899/,2,,1,19.1,September,"16,",120,0,1,Игра большая породия на Uncharted 2: Among Thieves но всё равно мой совет поиграть в эту игру
2441,Kr0sFyr3,https://steamcommunity.com/id/KingWazzack/,2,,1,48.6,March,"8,",163,0,1,"OMG, Waited 3 years for this, and man... it was worth waiting.Such an awesome game, good graphics, Perfect Storyline.Much freedom on Yamatai Island.Good Job Crystal Dynamics. 10 out of 10"
2442,Vivix,https://steamcommunity.com/id/olivesea/,2,,1,28.5,July,"25,",242,0,1,You have to kill bunnies to upgrade your stuff but they probably had fleas anyway.
2443,WildmanSteve,https://steamcommunity.com/profiles/76561198037077145/,2,,1,14.6,July,"23,",434,0,1,Epic.
2444,Andy Panda,https://steamcommunity.com/profiles/76561197990410620/,2,,1,14.6,April,"1,",148,0,1,Очень клкёвая игра !!!
2445,Maguskoor,https://steamcommunity.com/id/maguskoor256/,2,,1,20.5,January,"5,",177,0,1,Meeter.
2446,|G.F.| Brad |Storm|,https://steamcommunity.com/profiles/76561198076622920/,3,,1,154.3,March,"5,",170,0,1,"Não existem adjetivos na língua portugesa que possam caracterizar esse jogo.Embora um bug no início tenha me matado três vezes, a paciência e habilidades de sobrevivente, como a Lara, ajudaram a passar esse ""desafio"".Simplesmente nota 10!"
2447,BlueMoose,https://steamcommunity.com/id/BlueMoose2/,2,,1,16.6,September,"14,",511,0,1,"Amazing game with tons of exploring to do and very polished gameplay. Love the fact they brought literal tombs to explore as optional sidequests. WIsh there were more of them, but enjoyed the few that we got. Visually beautiful both technically and artisitcally. Can't wait for the inevitable sequel!!"
2448,camXmile,https://steamcommunity.com/id/camXmile/,2,,1,555.1,September,"23,","1,227",0,1,"Despite some glaring issues with the plot and main character, overall game is great fun with an impressive variety of gameplay and fun to explore locations. Make sure to install the mod which enables Lara model from Definitive Edition!"
2449,QuickTime,https://steamcommunity.com/id/phenom820/,3,,1,12.6,April,"29,",240,0,1,"Action packed! Big butt! Large chest! Zombies! History! This game has everything from A to Z! In all due seriousness though, this game is - in my opinion - underrated and seriously one of the best games I've played in a long time! The free-roam element is very confusing and crap and shouldn't exist considering there's nothing to do besides visiting tombs.. and the multi-player lack players, or it's a case of bad connectivity!8.6/10."
2450,1stplayerz,https://steamcommunity.com/id/cliftonmoorew/,2,,1,9.9,May,"16,",374,0,1,Great game and a excellent reboot to the classic series kicking off the following tiles Return of the Tomb Raider and Shadow of the Tomb Raider.
2451,Pure,https://steamcommunity.com/id/ijustwanabepure/,4,,1,10.4,June,"29,","2,641",0,1,This game is fantastic. It's like uncharted and farcry had a baby.
2452,nimloth,https://steamcommunity.com/id/darklydarkly/,3,,1,35.6,January,"21,",255,0,1,best hair simulator i've ever played
2453,F☻ﮐﮐa,https://steamcommunity.com/id/bu-troniks/,22,,0,26.2,December,"23,",423,0,1,"Tomb Raider is a linear 3rd Person shootem'up with occasional platforming and puzzle segments.If regenerating health, cover based shooting galleries, quicktime events, and everything exploding and collapsing around you in a spectacular fashion sounds like your cup of tea, then by all means pick it up.The majority of puzzles are optional, with only a few being forced in the later game. This is my biggest gripe with Tomb Raider as the puzzles are rather good, and would have been better appreciated if integrated into the main story. Hunting is introduced in the early game, and ignored for the the rest of it. Tomb Raider seems to exist in an open world, but all the survival and exploration themes evaporate once the shooting starts. Lara is constantly under attack by a barrage of burly men, their bodies lead the way to the next checkpoint and more people to shoot in the face. This approach is pretty standard fare for modern 3rd person shooters, but I always see games struggle to justify the ridiculous body count it produces, and Tomb Raider is no exception. After all is said about tomb raider as a game, its quite an excellent port. Graphics are highly customizable, with DX11 support and high res textures. Mouse control is precise and most actions can be binded to keyboard. I managed to finish Tomb Raider, but I probably wouldn't have if I didn't want to write a review. It does pick up in the later parts of the game which I enjoyed, but it just takes too long to muster up any type of real challenge."
2454,justeinee,https://steamcommunity.com/profiles/76561198089624570/,7,,1,557.6,March,"15,",19,3,1,This is really the best game . ^^ 10/10 %
2455,emymer,https://steamcommunity.com/profiles/76561198185481023/,4,,1,31.4,July,"13,",652,0,1,really loved this game and lara croft.
2456,Phatsnake,https://steamcommunity.com/id/Phatsnake/,1,,1,20.6,April,"7,",517,0,1,"2013 is a great year for reboots, and Tomb Raider is no exception. Adventure, survival, and sneaking, Tomb Raider combines all these elements beautifully. The store is interesting, and the game has some of the best visuals I've seen this generation, just don't play it on consoles. Goodbye Nathan Drake, because Lara Croft is back to kick your ass!"
2457,FortKnight192,https://steamcommunity.com/id/BagOfNickels/,4,,0,1.6,December,"21,",265,1,1,"The ♥♥♥♥ is this garbage?-Awful gunplay-Awful movement-Awful story-Quicktime event ♥♥♥♥♥♥♥♥-Crashes often3/10, Wouldnt recommend"
2458,AleX810,https://steamcommunity.com/id/AleX810/,4,,1,19.0,August,"17,",146,0,1,"Wow. Ok. I wasnt expecting this game to be good. but i gave it a chance and i dont regret it. Firstly, graphicly this game is awesome, really awesome high quality graphics (if your computer can handel it). The main story suprised me as well, is really deep and realistic, and i really like the fact that you start as a normal person, and then you the player see her became a SURVIVOR, gaining skills and so on. And the best thing of this game is the tension, man this game is really really tense that will put you on yo0ur limits ;). So yeah go on and try this game, im telling you u wont regret it."
2459,Scratchy,https://steamcommunity.com/profiles/76561197998539529/,4,,1,24.8,June,"27,",381,0,1,"Playing for the second time now, this is by far one of the greatest games I have played in my entire gaming life. Love the combat system, love the storyline!  Now I just hope Rise of the Tomb Raider will be an awesome experience aswell! You should definitly buy this game, it's worth the money!9/10"
2460,Dobke,https://steamcommunity.com/id/goddamndunkie/,3,,1,32.5,December,"12,",156,0,1,"One of my favorites adventure games out there. Had a wave of nostalgia playing this again in 2020, I remember back in the days being blown away by the hair physics and graphical fidelity, aged quite well."
2461,Isoleucine,https://steamcommunity.com/id/robotheadache/,3,,1,10.3,December,"3,",267,1,1,"It's a good game, but don't listen to the hype. It's just ""good""."
2462,Seitanica,https://steamcommunity.com/id/seitanica/,2,1,1,62.6,May,"16,",156,0,1,Boobs
2463,Pixeleyes,https://steamcommunity.com/id/Pixeleyes23/,4,1,1,70.6,March,"6,",947,0,1,Is very good
2464,DrShroomz,https://steamcommunity.com/id/DrShroomz/,2,,1,3.7,April,"26,",6,2,1,"Amazing story and immersive gameplay, best Tomb Raider game yet.Great work"
2465,Monkey,https://steamcommunity.com/id/Monkeymebaby/,2,,1,2.3,April,"7,",22,1,1,Love this series!
2466,Denkire,https://steamcommunity.com/id/Denkire/,7,,0,4.7,November,"4,",249,0,1,"Just very boring simplistic gameplay and packed with an endless amounts of generic filler quests as you see in most Ubisoft games. The story was fine but didn't captivate me enough to keep playing. World looks nice at first but then you realise there is nothing interesting to look at, just generic copy-pasting of enemies and the same environments.Only thing challenging about this game is trying to stay awake."
2467,Woozie,https://steamcommunity.com/id/Silopjah/,2,,1,47.7,July,"12,",222,0,1,"Tomb Raider is an awesome game made by Crystal Dynamics. It contains a long and varied storyline, fun gameplay and interesting places to discover. The gameplay is great and fun, expecially playing with the bow, but the other weapons like assault rifle and shotgun are also fun. Climbing around in the ruins of a battefield from WW2 is very cool, and also brings a good feel to the game. The AI is very well made, but as always they have some flaws. Tomb Raider is an open world game with many locations to be in, but to reach each location you need to advance in the story, and returning back to the locations is really only useful when wanting to find collectibles. The game uses fast travel to get around to other places (camps in the various locations), but the fast travel is pretty much useless if you're playing the story, and is mostly used to return to cleared/discovered areas. I personally only used it when I was going to get all the collectibles. The story is extraordinary, and is very amusing play. You usually don't expect the outcome, and when you think there's one hour left of the game, there might be five hours, so the game really delivers much story and gameplay. There is so much more to write about this game, but the best way to experience this fantastic game is to BUY THE GAME! 10/10"
2468,Zom.byte,https://steamcommunity.com/profiles/76561198107681496/,6,1,0,11.7,December,"12,",271,0,1,"I would recommend this game if you are looking for a strictly cinematic experience, or dont care about actual game play that much. If I could I would give this game a neutral rating, but since I look for actual good game play in games Im giving it a negative. This game is pretty much cut scenes, with a bit of walking, climbing/jumping and shooting in between them. If you can, I would get it only if its on sale.Everything I didnt like about the game:-Its basically an interactive movie, Lots of quick-time events-You cant sprint, which I found to be really annoying, at least for me-The game ducks for you at certain parts, You cant just duck whenever you want-There is one part, where you need to get a backpack, but when you get the pack, your character doesnt put the pack on, but when you take the pack to where you needed to, you magically have the pack..-The shuffle, and Roll actions are mapped to the same button and its really annoying-I didnt like the huge weapon crosshairs-During cut scenes the camera shakes WAY too much-Gets really old seeing Laura just being filthy dirty, and always crying the whole game-How Laura holds the guns, especially the Assault Rifle-They had this really cool survival element in the beginning where you had to hunt and catch some food to eat, but you only have to do that ONCE in the whole game. They really should of made it so you had to do it like at least 3 times. It was cool but they just abandoned it..-There is a part where some of the enemies are using only swords and bows, but you go around picking up machine gun and handgun ammo off of them, I found that pretty funny.-Lots of parts where the game forces you to walk super slow. I hate it when games have those parts, and there is a lot of them in this gameThings I really liked about the game:-The bow, Its probably the best thing in the game, its fun to shoot, and fun to upgrade.-The torch mechanic is really cool, but they mainly just use it in the beginning-The relic viewer is very cool. You find little relics and a viewer pops up and allows you to check them out and zoom in and turn them around-The tombs where pretty cool to explore and look around in-The puzzles were alright-The equipment upgrades were pretty fun to do, although pretty easy to getThey REALLY should have added a like ""survival mode"" where you could try to survive against waves of enemies, that would have been really cool and worked perfectly in this game, and would have added a lot to the game play.I did kind of enjoy the cinematic part of the game, but not enough to ignore the mediocre, over scripted and linear game play. Like I said, some entertainment value to be had, if you dont care about actual game play."
2469,Nathan Algren,https://steamcommunity.com/id/Nathan_Algren/,4,,1,43.6,December,"29,",81,0,1,"Atmosphere and immersive graphics are the background to a film setting that keeps glued to the end.The graphic aspect is one of the strengths, but also the combat sistem is well done and structured with a small skill tree to develop as you advance in the game (without too many claims) and with weapons that you can improve thanks to the materials present in the various areas (very simplified).The background game is structured like the others Tomb Rider seen in the past, but in this chapter they tryed to give a more human face to Lara, both in character, eliminating the evolutions by olympic gymnast and adding a sense of fatigue and weariness that the protagonist suffer during the adventure. This  is expressed in visually and through the audio.The game play merges the classic physical overcoming of obstacles, also seen in previous chapters or in other games like Prince of Persia, with a logic of third-person shooter.There are 5 weapons available: an ax, a gun, a rifle, a machine gun and a bow.Not very long (35 hours) but replayable a couple of times. If you like me find it discounted at 3 euro during the sales ...Also present a multiplayer ""shooter"" mode.To be appreciated it should be played with a controller and I recommend an XBox controller as the game is designed and configured for it.Rating: 8.5 / 10 Cinematographic"
2470,Sir Monty Pepa Gustav Zmrd III.,https://steamcommunity.com/id/holahej/,2,,1,35.3,June,"14,",58,0,1,11/10 I think its one of best games and i really love this game  <3
2471,Blarghalt,https://steamcommunity.com/profiles/76561197980238865/,4,,1,7.4,November,"27,",341,0,1,"Getting past the fact that a lot of the death scenes look like they were ripped from a trashed Saw script, what you have a very solid action game. Good way to kill a weekend."
2472,luay59,https://steamcommunity.com/profiles/76561198045712567/,3,,1,180.1,January,"28,",340,0,1,likeable
2473,Vincent,https://steamcommunity.com/id/vincent-law/,4,1,1,36.4,July,"6,","3,693",0,1,❤️❤️❤️I love this game❤️❤️❤️
2474,Fuzzykin,https://steamcommunity.com/id/Fuzzykin/,5,,0,1.5,September,"27,",948,0,1,"Screen Shake, the game! Coming soon to a monitor near you!"
2475,MediumSizedDog,https://steamcommunity.com/profiles/76561198005219822/,3,,0,21.8,December,"6,",152,0,1,"It was a great game until, after 20+ hours of playing, a bug made it impossible to climb a wall and proceed in the game. Reinstall does nothing, cannot be bothered to start from the scratch.Very beautiful landscapes all through the game. Lara's animation is fluid and I love how she gets more scratched, bloodied and also equipped as the story goes on. The quick time events get a bit repetetive; how many times can she slide down hills and narrowly escape death? Cannot say much about the story as I never got to finish it."
2476,linhhvh,https://steamcommunity.com/profiles/76561198281847067/,2,,1,22.2,November,"5,",399,0,1,"Tôi thấy phần này là một trong những phần tốt nhất, do những câu chuyện hay. I find this part is one of the best, just because of the story"
2477,knuc,https://steamcommunity.com/id/jakeface/,2,1,1,25.3,December,"25,",153,4,1,"I've been a LAra Croft fan since 1995, and I've seen her through the good games and the bad. This game, for the most part is awesome! Parkour + QTE boss fights + shooting gallery battles = win. However, in the closing moments of the 2nd act, Lara Croft betrays Gamers everywhere when *spoilers* a Nice Guy (like many Gamers) with a computer shirt kills himself to impress Lara and all he gets is a peck on the cheek. Seriously, what a ♥♥♥♥♥♥♥ friendzoning wh*re! F*ck you Lara Croft."
2478,GooseAttack,https://steamcommunity.com/id/gooses/,1,,1,66.6,April,"13,",438,0,1,"A brilliant re-imagining of the classic. The environments are varied and spectacular, Lara is an engaging character who's fun and rewarding to play, and the story pulls no punches despite being extremely silly in places (which you can entirely forgive it for).There are some unfortunate quick-time events, where something extremely nasty will happen to Lara in glorious cinematic HD unless you get an input just right, but when I played it this was extremely hard to do and so ended up being responsible for Lara's gristly demise over and over, and you start to feel bad after you've got her eaten by wolves for the seventh consecutive time -- but this is a minor control issue, which hopefully's been patched by now.A+ would play again. Actually, I might do that right now."
2479,Bombardirovshchik Bosse,https://steamcommunity.com/id/Deroxus/,5,1,0,7.3,August,"8,",245,0,1,"I honestly could not finish this game. The gameplay is good, but not more than that. The story is worse than ♥♥♥♥♥♥♥ and I gave 0 ♥♥♥♥♥ when some of the main characters died. The graphics do looks really good for a 2013 title and it's definitely the strongest part of the game. I also found the game way to long, after the SECOND rescue helicopter I was fine with the game to end, but it just kept on going. Overall, fine game, but not even close to what I was expecting."
2480,Spanky Ham,https://steamcommunity.com/profiles/76561197987585729/,5,,1,40.7,November,"14,",856,0,1,That's what I call a masterpiece.Best of the best/Проект для меня 100% но в пантеоне лучших за последние лет 5.
2481,Kri,https://steamcommunity.com/id/kriy0/,2,,1,9.9,January,"2,",252,0,1,"One of the best action games I've played. Great graphics, storyline and really enjoyable experience from the tutorial through to the end."
2482,LukeIsClassy,https://steamcommunity.com/id/NicalousTheasshole/,2,1,1,7.4,June,"10,",109,0,1,"""Best and only tomb raider i've played"""
2483,WasThatBirdshit,https://steamcommunity.com/id/wasthatbirdshit/,2,,1,69.2,July,"7,",64,0,1,"I love how there is no HUD so the whole game looks like a cut scene. Parkour feels natural, story so far very interesting, combat feels good. 9/10."
2484,Tamhar92,https://steamcommunity.com/id/Tamhar92/,2,,1,38.3,November,"22,",489,0,1,Good start t0 play Tomb Raider
2485,tooom,https://steamcommunity.com/id/itoom/,2,,1,12.8,November,"23,",972,0,1,Amazing graphics. Brilliant gameplay. Great game.
2486,PeePeePooPoo69,https://steamcommunity.com/id/Carrotcheeks/,3,,1,13.3,June,"24,",234,0,1,+Beautiful graphics+Easy game play+Best villians+Amayzing story line+Side tombs are great+Tomb raider at its finest+Lara croft backstory nailed-No one to play with on multyplayerOn of the best games ever 9.5/10
2487,Pangur Bán,https://steamcommunity.com/id/alphalupusgames/,2,,1,131.4,August,"5,",156,0,1,"it is a great game, once I got past the fact that my old Lara was gone , enjoyed it so much. The story is great bringing the player to tears at certain times making the need to succeed againist all odds my own quest. On PC I find aiming the worst aspect of this game regardless of what I did! Rating 10/10"
2488,Baby Hulk,https://steamcommunity.com/profiles/76561198208919683/,2,,1,117.9,July,"2,",510,0,1,I have completed this game nearly 4 times now. It borrows a lot from Uncharted and innovates on it and adds a lot of features that Uncharted doesn't have making it one of the best games I've ever played
2489,Ice,https://steamcommunity.com/id/Iceiswonderful/,2,,1,26.1,January,"16,",540,0,1,"Get killed in the wolf's lair 7 times...So you play Lara croft, while I play Lara wolft :D2016-06-16----------------------------------------The ending is terrible, some kind of unknown evil power controlled the island?Even the evil power so strong, it killed so many enemies of Lara precisely, just like it doesn't want to kill Lara, but to attract her to the top of the mountain. So in my opinion, Lara is the one wanted.I feel the ending just so many glitches, and before that it is just fine, so I guess the ending is not designed in this way, for some reason, the team compromised with the ending. Or they just can't round it off?"
2490,emilio,https://steamcommunity.com/id/EmmyEstevez/,2,,1,9.3,January,"27,","1,627",0,1,its basically uncharted but with lara croft. platforming / puzzling takes a back seat and when they do show up they're incredibly easy/obviousstill p fun though
2491,Moe 澤東,https://steamcommunity.com/id/Nutteus/,2,,1,11.1,December,"7,",105,0,1,Its a Good Game. I reccommend it ;)
2492,sarcastickyt2,https://steamcommunity.com/id/sarcastickyt/,14,,0,13.4,October,"19,",64,0,1,buy this trash if you want epic games malware  on your pc
2493,NerdsHalfLife,https://steamcommunity.com/profiles/76561197979445063/,2,,1,21.4,December,"13,",373,0,1,Awesome game...easy and fun go for the headshot!Polished and well written story that makes you want to play the main story line.
2494,tyaak,https://steamcommunity.com/id/tyaak/,4,,0,0.7,January,"10,",463,0,1,the camera shakes nonstop and the controls are extremely clunky
2495,darena24,https://steamcommunity.com/profiles/76561197988684798/,2,,1,60.7,December,"30,",305,0,1,"This is such an excellent game, truely one of the best games I have played in years. The graphics are beautiful and the production values top notch. Everything from the reaslistic sound and feel of the weapons to the clever and challenging puzzles make the game a joy to play. truely a refreashing break from the cookie cutter run and gun shooters."
2496,Saftle,https://steamcommunity.com/id/saftle/,2,,1,5.8,March,"6,","2,742",0,1,"This game is beyond epic so far. Not a port either, tons of options to enhance the graphics. Only 2 hours in and having a blast. If it wasn't for work, I'd be pulling an all nighter. This game + Big Picture Mode + 360 controller = console killer."
2497,PrawnAGE,https://steamcommunity.com/profiles/76561198031160782/,2,,1,84.3,August,"12,",298,0,1,What can I say about this game? It's really breathtaking and jaw dropping. Graphics are amazing and the introduction of TressFX makes Lara very life like and believable.There are many heart pounding ( and breaking ) moments throughout the story to keep you on your toes and of course There is lots of exploring to do in one of the many enviroments I highly recommend this game. Easily one of my top 5 games with the best Single Player experience this far in 2013.
2498,Accolades,https://steamcommunity.com/id/accolades/,7,,0,15.6,March,"23,",563,1,1,"There is absolutely nothing to make this game stand out. It's not terrible. I tolerated it enough to finish it and, because I enjoy collecting things in games, I even got 100% of the collectibles (but didn't do most of the challenges). But there was nothing that ever happened in the game that felt new or even particularly fun. If it had average gameplay with no new mechanics, but it had a great story, I would give it a pass. But the gameplay is recycled from so many other third-person action games (Uncharted, ect), there are NO new or innovative mechanics, and the story is cheesey and unoriginal.The graphics were good, I guess. It's a very pretty game, but it's not the kind of game that makes you WANT to stop and admire how pretty or detailed it is. It's not like Skyrim or Shadow of the Colossus. It's just a standard action game."
2499,thE_AtHe!sT,https://steamcommunity.com/profiles/76561198034601961/,2,1,1,119.4,July,"27,",450,0,1,"I want to start my review by saying that ""My Life would have been Incomplete if I have not played Tomb Raider game"" <3I want to share all the greatest moments & epic things I felt and overcame by playing LR:TR.At first I played Lara Croft: Tomb Raider game in the non-steam version. I guess I would be having 30+ hours in the non-steam version alone. So when I started playing, I literally forgot the story line, Instead I started to fall in love with Lara Croft.She is the most beautiful woman I have come across, in a video game. I can't stop admiring her. I was completely stunned, not because of the story, not because of the gameplay, only because of Lara's beautiful face and the way she changes her face reactions according to different situations. I think I have no other words to explain her beauty, but yeah I do have something most important to tell and that is ""She is Hot"" <3I was not satisfied after finishing the game. I felt I was missing something and HellYeah I found out what was missing!I had a GTX 760 few years before & I used fraps to take approx 50 screenshots of Lara's face expressions and uploaded the snaps to my facebook album so I can admire her anytime. Also I was creating too much scene showing the screenshots to my friends :'PAfter buying the steam version of Tomb Raider(only the base game), I owned a GTX 1060. So Now I want to play this game once again with all graphics settings maxed out. Yes I did. I was not satisfied once again. Still something was missing. I was feeling completely stupid about this.So I used fraps once again to take 500+ screenshots, but this time not only Lara's face expressions also her B**BS and her perect cleavage and I uploaded all those snaps to my facebook in a new album <3I didn't stop there, I used shadowplay to record close-ups of Lara and uploaded them to my Instagram. I put slow motion effects to lara ""jumping"" videos to see how bouncy the two melons are xD and those videos are also in my Instagram posts.Moral : I have just gone extremely crazy with this game and too much Virtual Love for a non-existing character :')Please.See : I had to buy the base game(once again)+dlcs on the sale because I was feeling ashamed that I was not owning the dlcs for a game, which was already a part of me.Though I love this game more than myself, I still felt I didn't complete the game 100%, which takes me to the process of achievement hunting.I managed to complete 35Achieves by myself and the rest were Multiplayer achieves, well the multiplayer was already Dead AF, I thought its impossible to do the 100% achieves -_-But I come to know that there were already mates like me who were dying to finish the game with 100% achieves.So I added those fellos from TR:MP groups and we created a 4 player private party ranked matches, started live voice chat and ""Well you can think of all the stupid things we did just for simple achievemnts"" ;-)I am sorry I was not talking about the game instead I was sharing my feelings about this game thats because this is not just an another game ""to me"". One way or the other this game is a life changer to me.If you think this review is useless, You are free to give a thumbs down for my stupidity.But I am here to inform the devs that, ""Hey Devs, you have done the best thing in your life by creating this masterpeice and I can't explain in words how happy I am everytime I play this game. Keep up the good work,btw I am already into Rise of the Tomb Raider & I have no idea how ROTTR is gonna be a Life Changer for me"" </3Fine, I will give the scores for this game in my point of view(FINALLY) :Graphics : 10/10Audio: 9/10Lara's Voice: 10/10Gameplay: 9/10Storyline: 8/10Happiness: 11/10Virtual Love: 12/10Stupidity: Not Defined !Cons:Graphics are 'Crystal' ClearCut scenes keeps you on the mood ;-)A superstitious storylineAmazing character customizationNice transormaion of Lara from a woman to a survivor queenLara's best weapon is the Bow&Arrow (lot of upgrades available)Pistol, shotgun, assault rifle, grenade launcher keeps you on the edgeI have put these points on the cons because I am sorry I don't find any errors right now.Pros:""CLEAVAGE"""
2500,mnemonic,https://steamcommunity.com/id/mnemoniic/,3,1,1,12.0,April,"21,",439,0,1,The only franchise that I recall the female protagonists breasts get smaller each game.11/10 Would flatten more
2501,Monke,https://steamcommunity.com/id/pastardo/,3,,1,120.1,July,"20,",213,0,1,"This game is worth of your money!Single player with the story is just amazing, same goes to the graphics.Multiplayer though is a whole another story..."
